Id,LotFrontage,LotArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,SalePrice,House_Age,House_Age_Squared,Garage_Age,Garage_Age_Squared,Remodel_Age,Remodel_Age_Squared,MSZoning_E,Alley_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,Exterior2nd_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,GarageCond_E,PavedDrive_E,PoolQC_E,Fence_E,MiscFeature_E,SaleType_E,SaleCondition_E,MSSubClass_E,OverallQual_E,OverallCond_E,BsmtFullBath_E,FullBath_E,HalfBath_E,BedroomAbvGr_E,KitchenAbvGr_E,TotRmsAbvGrd_E,Fireplaces_E,GarageCars_E,MoSold_E,2ndFlrSF_cat_E,BsmtFinSF1_cat_E,BsmtFinSF2_cat_E,BsmtUnfSF_cat_E,EnclosedPorch_cat_E,GarageArea_cat_E,MasVnrArea_cat_E,MiscVal_cat_E,OpenPorchSF_cat_E,PoolArea_cat_E,ScreenPorch_cat_E,TotalBsmtSF_cat_E,WoodDeckSF_cat_E,House_Decade_Built_E,Garage_Decade_Built_E,Remodel_Decade_Built_E
11,0.018501499801521343,0.38880506627360906,-1.5318999442188777,0.04820061488839425,-0.09503424366244465,-0.7502211399245631,-0.6348948531129595,11.771443882099637,0.11842694350170054,0.11634533376763115,0.25388326930824784,0.24889764247527105,0.5556763567944025,0.5435995546131602,4,3,1,2,1,7,5,5,5,6,5,3,8,10,2,2,4,3,3,4,2,2,6,6,5,2,6,2,7,2,3,2,4,6,3,1,5,4,5,5,12,5,8,3,1,2,5,4,4,1,2,4,1,2,2,2,2,2,1,2,1,1,1,2,1,9,6,2
12,0.725362871191378,0.5344179075228861,-1.2443641412595376,0.31126905393838217,0.18600762417905628,1.0229998297546146,1.0255979751139042,12.75130259456002,-1.0902011149063575,-1.1165484744303034,-1.0037632367414218,-1.028135638761577,-0.636057760810898,-0.6595210198793273,4,3,2,2,1,24,5,5,5,7,5,3,7,9,4,4,4,6,5,4,2,7,6,6,5,2,6,4,7,5,7,4,4,6,3,1,5,4,9,6,15,9,8,3,4,2,7,4,12,3,5,9,2,2,2,2,2,2,2,2,2,1,1,2,2,14,11,6
13,0.0,0.7295282549520454,-1.2561143171083633,-0.23485436264013296,-0.38339358701388687,-1.0397514740632636,-0.856795112322293,11.87757552297847,0.1576995399705643,0.15482393049466855,0.2947486483543213,0.2887538314746639,0.591500032848409,0.5781377360916671,4,3,4,2,1,7,5,5,5,6,5,3,8,11,2,2,4,3,3,4,2,5,6,6,3,2,6,2,7,2,3,2,4,6,3,1,5,4,5,5,12,5,5,3,1,2,2,4,3,1,2,12,1,2,2,2,2,2,1,2,1,1,2,2,2,9,6,2
14,0.9740834749714209,0.27218847174013183,0.9686012723417514,0.8290637337824278,0.700462017091173,0.0485055304347029,1.3631557586301921,12.540761149388421,-1.1880412433011438,-1.2240376689885206,-1.1055714768953258,-1.1394731099301796,-0.7416155106723266,-0.7757086024680245,4,3,2,2,1,17,5,5,5,6,2,3,12,13,4,3,4,6,4,4,4,6,6,6,5,2,6,3,7,5,6,3,4,6,3,1,5,4,9,6,12,7,8,1,3,2,5,4,6,2,5,8,1,1,2,2,2,2,2,2,2,1,1,2,2,14,11,6
15,0.0,0.3299509935515922,-0.12756840489432086,0.4498171543986132,0.3141084699666544,-0.3394169495325986,-0.856795112322293,11.964007453736912,0.18259310265191164,0.1791899184424576,0.32065182171814444,0.31399215884125486,0.6142074422256759,0.6000085158296538,4,3,2,2,3,11,5,5,5,6,5,3,6,6,3,2,4,3,3,4,2,3,6,6,3,2,6,2,7,3,6,3,4,6,3,1,2,4,5,5,12,6,8,3,1,3,2,4,4,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,9,6,2
16,-1.1300619387536213,-1.0160326852509107,0.3604299900786778,-0.4326938443499443,-0.5276475845015764,-1.1845912687722953,0.3997386355100992,11.790564777297387,0.4793789470548188,0.4684766174567478,-0.27818885817825245,-0.2761346045528574,-0.2851265124142036,-0.2884323586816461,2,3,1,2,3,4,5,5,5,1,2,3,5,5,2,2,4,2,3,4,2,6,6,6,5,2,4,2,7,2,3,2,4,6,3,1,4,4,5,5,3,7,6,1,1,2,2,4,4,1,3,9,1,1,2,2,2,2,1,2,2,1,1,2,2,2,10,6
17,0.0,0.3972992786532501,-0.3344690988215698,-0.027727867632121348,-0.17238560329038377,-0.8278866136313231,-0.06560472151932085,11.91170829631447,0.04703666256109039,0.04626941819420897,0.17959760568637134,0.17631290256875295,0.4905555721310164,0.48069978967327254,4,3,2,2,5,11,5,5,5,6,2,3,5,5,3,2,4,3,3,4,2,5,6,6,5,2,6,2,7,4,6,4,4,6,3,1,5,2,5,5,12,6,7,3,1,2,2,4,4,2,3,6,1,2,2,2,2,2,2,1,1,1,1,2,1,8,8,3
18,0.12095136249623835,0.3023264778585752,0.05093914875930397,0.13301434699109949,0.38820969537341293,-0.2650148084306267,0.11896150303004957,11.407576060361786,0.0908267477697491,0.08927370956787603,0.22516368970962786,0.2208568129647753,0.5305000109494696,0.5193002103267276,4,3,1,2,1,7,5,5,2,6,2,3,6,6,2,2,4,1,1,2,1,1,1,6,3,2,6,2,7,2,2,2,4,6,3,1,5,2,5,5,5,4,8,1,3,2,2,3,5,1,3,5,1,1,2,1,2,2,1,1,1,1,1,1,1,9,6,2
19,-0.1953530647057879,0.856328517140097,-0.23690889871178297,0.19635571826847975,0.05589724214949745,-0.5986767404565596,0.3997386355100992,11.976665770490767,-1.0054481406492326,-1.0248149621527998,-0.9155729277292476,-0.9331179272570078,-0.4694999890505303,-0.4806997896732724,4,3,1,2,1,13,2,5,5,6,2,3,12,13,2,2,4,6,3,4,2,7,6,6,5,2,6,3,7,2,3,2,4,6,3,1,5,4,5,5,12,5,8,3,1,3,5,4,5,1,3,3,1,2,2,2,2,2,1,2,2,1,1,2,1,14,11,6
20,0.018501499801521343,-0.5248490212172965,-0.11763633800264707,0.025282457646797263,0.45989383531905287,-0.19303956826782967,-1.315790784847397,11.842236406331555,0.20654705822084554,0.20261922491794387,0.34557728023101286,0.33826027011454185,0.5556763567944025,0.5435995546131602,4,3,1,2,1,11,5,5,5,6,5,3,11,11,2,2,4,3,3,4,2,4,6,6,3,2,6,2,4,2,6,2,4,6,3,1,3,4,4,2,12,5,5,1,1,2,5,4,5,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,6,4,2
21,1.35462259336119,0.9429613117566531,0.703880560103573,0.2798543671181233,0.14096063076483895,1.0718116186991802,1.4023817528719817,12.692506186542177,-1.0902011149063575,-1.1165484744303034,-1.0037632367414218,-1.028135638761577,-0.636057760810898,-0.6595210198793273,4,3,2,2,3,24,5,5,5,7,2,3,12,13,3,3,4,6,5,4,4,6,6,6,5,2,6,3,7,5,7,3,4,6,3,1,5,4,9,6,15,8,8,1,4,3,7,4,9,2,5,11,2,1,2,2,2,2,2,2,2,1,1,2,2,14,11,6
22,-0.7273395481123569,-0.5592317985514613,0.08309895413955655,-1.0080655306705792,0.0440383593467624,-0.6105837806810303,-1.4401227763835307,11.845109950883979,0.47168546511796905,0.46100142508153436,0.621468931706444,0.6058929459330681,0.7160419334400853,0.6979011174078563,2,1,1,1,1,2,5,5,5,1,2,3,5,5,2,2,4,6,3,4,2,6,6,6,5,2,3,3,7,5,6,2,4,6,1,1,4,4,5,5,3,7,7,1,1,2,5,4,5,2,2,3,1,1,2,2,1,2,1,2,1,1,1,2,1,7,7,1
23,0.2694798066776909,0.06459939488448031,1.1488778292783648,1.20307894710845,1.1036246482752732,0.45330535402393374,0.206478205776235,12.345838935721968,-0.863817927045787,-0.8741027196113788,-0.7681986035520867,-0.7770099572635893,-0.3403077443866934,-0.3454212913212063,4,3,1,2,1,17,5,5,5,6,5,3,12,13,3,3,4,6,4,4,2,6,6,6,5,2,6,3,7,5,6,3,4,6,3,1,5,4,5,5,12,8,8,1,3,2,5,4,6,2,3,12,1,1,2,2,2,2,2,2,2,1,1,2,2,14,11,6
24,-1.6632714226331307,-1.8778586289752814,-1.11799657270828,0.04820061488839425,-0.05320917659055973,-0.7082262265503235,0.3819494650296275,11.774527900858468,-0.0508034658336962,-0.05007099173939455,0.07778936553246721,0.07652335946686974,0.401307766285633,0.394225155850088,2,3,1,2,1,1,5,5,4,6,2,3,13,14,2,2,4,6,4,4,2,7,6,6,3,2,6,2,7,4,6,2,4,6,3,1,5,4,5,5,14,5,7,3,1,2,5,4,5,2,3,3,1,2,2,2,2,2,1,2,2,1,1,2,2,8,8,3
25,0.0,-0.32294744193801683,-1.097505673279724,0.08925631047490008,-0.05320917659055973,-0.7082262265503235,-1.532784470010566,11.944714374881176,0.07656312529058219,0.07527331470112905,0.21032157608356858,0.2063551826731719,-0.2851265124142036,-0.2884323586816461,4,3,2,2,1,7,5,5,5,6,2,3,10,11,2,2,3,3,3,4,3,2,7,6,5,2,6,3,7,4,6,2,4,6,3,1,3,4,5,5,12,5,6,3,1,2,5,4,5,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,9,6,6
26,1.666466679895742,0.9454130523152133,1.0175138311265757,0.9305413824522987,0.851019016943927,0.1996739232034477,1.5108401506428997,12.454107814022272,-1.30376155375224,-1.3534809385451985,-1.2259850674167105,-1.2735506453649683,-0.7416155106723266,-0.7757086024680245,4,3,1,2,3,24,5,5,5,6,2,3,12,13,4,3,4,6,4,4,2,6,6,6,5,2,6,3,7,5,6,3,4,6,3,1,5,4,5,5,12,8,8,1,3,2,5,4,6,2,5,9,1,1,2,2,2,2,2,2,2,1,1,2,1,14,11,6
27,-0.541352683461139,-0.6382620899952005,-1.2269841350491968,-0.2633982634133345,-0.4124723919708482,-1.0689483643657987,0.3997386355100992,11.811554895830454,0.28391107256219816,0.27818220173055747,-1.0037632367414218,-1.028135638761577,-0.23474999452526502,-0.23677605408491934,4,3,1,2,3,11,5,5,5,6,2,3,5,5,2,2,4,3,3,4,3,3,4,6,3,2,6,3,7,2,3,2,4,6,3,1,5,4,5,5,12,5,7,1,1,2,5,4,4,1,3,2,1,2,1,2,2,2,1,2,2,1,1,2,2,6,11,6
28,1.2445261223033064,0.44580090940284833,-0.1977456281461051,1.1126315623152594,0.9893438221217193,0.3385604479032432,1.147552986833389,12.631343648903034,-1.30376155375224,-1.3534809385451985,-1.3733593915938713,-1.4409974381423363,-0.8708077553361632,-0.9208129855545956,4,3,1,2,1,24,5,5,5,6,2,3,12,13,4,3,4,6,5,4,2,7,6,6,5,2,6,3,7,5,6,3,4,6,3,1,5,4,5,5,12,8,8,3,3,2,5,4,6,2,5,2,1,2,2,2,2,2,2,2,2,1,1,2,1,14,11,6
29,-1.4252560742432625,1.2641256943882326,-1.0823981993546612,0.8145844063071537,0.851019016943927,0.1996739232034477,-1.1077751030692586,12.242891437918386,0.21819333889402778,0.21400459237883063,0.3576959002607295,0.35005325104281426,-0.10555774986142837,-0.10573985763459624,4,3,2,2,5,11,5,5,5,6,2,3,6,6,2,2,4,3,3,4,5,3,6,6,3,2,6,2,7,5,6,3,4,6,3,1,5,4,5,5,12,5,5,3,1,2,2,4,5,3,2,10,1,2,2,2,2,2,1,2,2,1,1,2,2,6,4,5
30,-0.541352683461139,-0.9398144388239565,-0.12756840489432086,-1.4451317724980706,-1.6163512344184316,-2.27771600638234,-1.8327979993964345,11.134603622683905,0.4944916726552973,0.4831574195023119,0.6974660403420093,0.6793526229028313,0.7160419334400853,0.6979011174078563,2,3,2,2,1,4,3,1,5,6,2,3,6,6,2,2,4,2,3,4,2,6,6,6,2,1,6,1,7,2,3,2,3,6,3,1,5,4,5,5,1,4,5,1,1,2,3,4,3,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1
31,-1.2016750217446392,-0.2524255833223609,0.10247615142856245,-0.9678641495211923,-1.1301397585907504,-0.22957076684952493,-1.7288331552009122,10.596659732783579,0.5447204852233737,0.5319220363286613,0.6974660403420093,0.6793526229028313,0.7160419334400853,0.6979011174078563,1,2,1,2,1,2,3,5,5,7,1,3,11,12,2,2,2,2,3,4,2,6,6,6,3,1,6,2,7,2,3,2,4,3,1,1,3,4,5,5,10,4,3,1,1,2,5,4,5,1,2,9,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1
32,0.0,-0.2404236601628942,0.7648624903674597,0.4063720355507399,0.2698492025544235,-0.38385594822659813,-1.523365737653549,11.914054519303125,0.10477685851692058,0.10295978341401499,0.2396795764773855,0.23503286906528473,-0.636057760810898,-0.6595210198793273,4,3,2,2,5,7,5,5,5,6,2,3,8,10,2,2,4,3,3,4,2,6,6,6,4,2,6,3,7,2,6,2,4,6,3,1,3,4,5,5,12,5,5,1,1,3,5,4,5,1,2,3,1,1,2,2,2,2,1,2,2,1,1,2,1,9,6,6
33,0.725362871191378,0.3572511139133638,0.7699268485834081,0.41687893145935967,0.28055299455739646,-0.37310868947939374,-0.04442710197999785,12.100161978566867,-1.30376155375224,-1.3534809385451985,-1.2259850674167105,-1.2735506453649683,-0.7416155106723266,-0.7757086024680245,4,3,1,2,3,17,5,5,5,6,2,3,12,13,2,3,4,6,5,4,4,6,6,6,5,2,6,3,7,2,6,3,4,6,3,1,5,4,5,5,12,8,8,1,3,2,5,4,6,1,3,7,1,1,2,2,2,2,1,2,2,1,1,2,1,14,11,6
34,0.018501499801521343,0.25026223256554275,-0.4529993871084551,0.6858795315789006,0.9841815391912946,0.3333772015953793,-0.2473540384613941,12.016732516077072,0.19468307749801747,0.19101713620393773,0.33323213086921655,0.3262428089827477,0.6252356751751159,0.610624562883802,4,3,2,2,1,11,5,5,5,6,5,3,11,12,2,2,4,3,3,4,2,2,6,6,4,2,6,3,7,5,6,3,4,6,3,1,5,4,5,5,12,5,8,1,1,3,7,4,5,2,3,1,1,2,2,2,2,2,1,2,2,1,1,2,1,6,4,1
35,-0.541352683461139,-0.6020636493588339,-0.37925552042565874,0.9236464846190486,0.7968172204575307,0.14525202008342983,0.30952882482359206,12.533579815765737,-1.0902011149063575,-1.1165484744303034,-1.0037632367414218,-1.028135638761577,-0.5468099549655148,-0.5630392969369303,4,3,1,2,1,24,5,5,4,6,5,3,6,6,3,4,4,6,5,4,2,7,6,6,5,2,6,4,7,5,6,4,4,6,3,1,5,4,5,5,14,9,8,3,3,2,2,4,5,2,3,8,1,2,2,2,2,2,2,2,2,1,1,2,2,14,11,6
36,1.5994110527316734,0.8088272763738164,0.6664280629048333,0.20215261838601187,0.091094735526203,1.1412642345107098,0.8644904974756332,12.6410997921206,-1.0054481406492326,-1.0248149621527998,-0.9155729277292476,-0.9331179272570078,-0.5468099549655148,-0.5630392969369303,4,3,1,2,1,24,5,5,5,7,2,3,12,13,4,3,4,6,5,4,4,6,6,6,5,2,6,3,7,5,7,4,4,6,3,1,5,4,5,5,15,8,8,1,4,3,7,4,9,2,5,12,2,1,2,2,2,2,2,2,2,1,1,2,2,14,11,6
37,1.7323248209246545,0.3169291389914276,0.6476571651728796,0.16320911159380014,0.022129477955787603,-0.6325816312656847,0.7932969235881248,11.884495917930655,-0.4907470925401493,-0.4892727719792955,-0.4177471590490779,-0.41652408361154686,-0.03309270530972856,-0.03303501362611523,4,3,1,2,3,17,5,5,5,6,2,3,12,13,2,2,4,6,4,4,2,6,6,6,5,2,6,2,7,2,6,2,4,6,3,1,5,4,5,5,12,5,8,1,1,3,5,4,5,1,3,3,1,1,2,2,2,2,1,2,2,1,1,2,2,13,10,5
38,0.22063196814899294,-0.24369077194102734,-2.0129726601384683,0.5242180339956892,0.38990359984816425,-0.26331402522425057,0.028343176803570503,11.938199736300925,0.25190238340530924,0.24693770842997387,0.39277208582250206,0.384165422725806,0.11618125387142944,0.11524299545341611,4,3,1,2,1,11,5,5,5,6,5,3,5,5,3,2,4,3,3,4,2,2,6,6,4,2,6,2,7,4,6,4,4,6,3,1,5,4,5,5,12,5,5,1,1,2,5,4,4,2,3,5,1,2,2,2,2,2,2,2,1,1,1,2,1,6,4,5
39,-0.08687589461457491,-0.41612531793335134,-0.6119337421279045,0.08314754274343789,-0.05943242080661804,-0.7144747425732849,-1.7699132827253343,11.599112335481124,0.2627522969871651,0.25753150590864465,0.404062040422046,0.39513849426285896,-0.7416155106723266,-0.7757086024680245,4,3,1,2,1,11,5,5,5,6,2,3,12,13,2,2,3,3,3,4,2,7,6,6,3,2,6,3,7,2,3,2,4,6,3,1,5,4,5,2,12,5,7,3,1,2,5,4,4,1,2,7,1,2,2,2,2,2,1,2,2,1,1,2,1,6,4,6
40,-0.25081212321652857,-1.0466178579276781,0.05093914875930397,0.13301434699109949,0.12955312619088177,-0.5247217491948668,0.039046338751629946,11.314486721293981,0.24086376624289926,0.23615651685058975,0.0,0.0,0.6673607746667976,0.651141428185857,4,3,1,2,1,5,5,5,2,6,2,3,4,11,2,2,4,6,1,2,1,1,1,6,3,1,2,1,7,2,1,1,2,1,1,1,5,4,5,1,5,4,8,1,3,2,2,3,5,1,1,3,1,1,2,1,2,1,1,2,1,1,1,1,1,6,3,1
41,0.6822283690374858,-0.20961296770514545,-0.2891980085112507,0.1454525364949544,0.4351524001558708,-0.21788147526696097,-0.28762546829590097,11.982935344196433,0.11842694350170054,0.11634533376763115,0.25388326930824784,0.24889764247527105,0.5556763567944025,0.5435995546131602,4,3,1,2,1,11,5,5,5,6,2,3,5,5,3,2,4,3,3,4,2,2,6,6,5,2,6,2,7,4,6,3,4,6,3,1,2,4,5,2,12,6,8,1,3,2,5,4,5,2,3,10,1,2,2,2,2,2,2,2,2,1,1,2,1,9,6,2
42,1.828958066993474,1.3458541051710953,-0.4448434276649616,0.610558600822017,0.44177739672362853,-0.21122957542686152,-1.1972246436151106,12.04355959836804,0.19468307749801747,0.19101713620393773,0.33323213086921655,0.3262428089827477,0.6252356751751159,0.610624562883802,4,3,1,2,1,22,5,5,5,6,2,3,12,13,2,2,3,3,3,4,5,3,6,6,4,2,6,2,7,5,6,3,4,6,2,1,5,4,5,5,12,5,5,1,1,3,2,4,4,3,2,9,1,2,2,2,2,2,1,2,2,1,1,2,1,6,4,1
43,0.0,-0.07352512650624028,0.05093914875930397,-0.4120732649470205,-0.4518524546200647,-1.1084883444639453,0.05890748023140204,11.87757552297847,-0.18804124330114358,-0.18589534631587512,-0.06501437804212144,-0.06416371353433822,0.27612221390527336,0.27230994566605116,4,3,2,2,5,13,5,5,5,2,2,3,8,10,2,2,4,3,4,4,4,5,3,6,4,2,6,3,7,2,6,3,4,5,3,1,3,4,5,5,8,5,7,3,1,2,2,4,4,1,3,10,1,2,1,1,2,2,1,2,1,1,1,2,2,11,3,4
44,0.0,-0.06846621490964751,-1.3044895276291324,-0.1742751081802984,-0.32167909540069034,-0.9777863677126376,-1.1972246436151106,11.777218637129327,-0.03341321393565347,-0.03291974492941195,0.059184015164986316,0.058243917905932,0.33311554352073575,0.32791230098451035,4,3,2,2,5,17,5,5,5,6,5,3,12,13,2,2,4,3,4,4,4,4,2,6,3,2,6,2,7,2,3,2,4,6,3,1,3,4,5,5,12,5,5,3,1,2,5,4,4,1,2,9,1,2,1,2,2,2,1,2,1,1,1,2,2,8,8,4
45,0.018501499801521343,-0.40938627435165337,-0.24358194512984702,0.26491119606379726,0.125737429143594,-0.528552941304799,-1.2643021404853234,11.856522261533737,0.19468307749801747,0.19101713620393773,0.33323213086921655,0.3262428089827477,0.6252356751751159,0.610624562883802,4,3,1,2,1,11,5,5,5,6,2,3,11,5,2,2,4,3,3,4,2,5,2,6,5,2,4,2,7,2,6,3,4,6,3,1,5,4,5,5,12,5,5,3,1,2,5,4,5,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,6,4,1
46,-0.48138456717834355,-0.4949100336288087,0.8208631987225051,1.1725288515819934,1.0503635687175767,0.39982798796496893,0.3997386355100992,12.675766851909591,-1.0902011149063575,-1.1165484744303034,-1.0037632367414218,-1.028135638761577,-0.5468099549655148,-0.5630392969369303,4,3,1,2,1,24,5,5,4,6,5,3,6,6,3,4,4,6,5,4,2,7,6,6,5,2,6,4,7,5,6,3,4,6,3,1,5,4,5,5,14,9,8,3,3,2,2,4,5,2,3,4,1,2,2,2,2,2,2,2,2,1,1,2,2,14,11,6
